population	age	period	sisma_id	snu	psnu	sitename	lat	long	site_nid	clinical_ip	TX_NEW	TX_CURR	TX_PVLS_D	TX_PVLS_N	TX_RET_D	TX_RET_N
Total		2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	131	4603	257	234	153	147
PID	15-19	2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	0	1	0	0	0	0
MTS	20-24	2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	0	9	0	0	0	0
MTS	25+	2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	0	10	0	0	2	2
REC	15-19	2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	cQGzy7ez571	Manica	Barue	Catandica HD	-18.05454	33.17094	1060215	ECHO	0	0	0	0	0	0
Total		2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	42	374	36	29	32	22
PID	15-19	2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	yZ2DkwwDjTE	Manica	Barue	Chuala CS	-18.40718	33.24046	1060216	ECHO	0	0	0	0	0	0
Total		2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	34	690	144	131	73	72
PID	15-19	2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	0	3	1	1	1	1
MTS	25+	2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	1	3	0	0	0	0
REC	15-19	2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	sojvZgmkmY5	Manica	Barue	Cruz de Macossa CS	-17.72235	33.25361	1060206	ECHO	0	0	0	0	0	0
Total		2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	57	757	86	74	34	33
PID	15-19	2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	CQuZCqsENQC	Manica	Barue	Honde CS	-18.32491	33.2022	1060208	ECHO	0	0	0	0	0	0
Total		2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	66	1073	61	61	79	77
PID	15-19	2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	zEFdD2qLo6T	Manica	Barue	Nhampassa CS	-17.79774	33.21937	1060210	ECHO	0	0	0	0	0	0
Total		2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	39	702	16	15	57	57
PID	15-19	2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	1	1	0	0	0	0
MTS	25+	2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	1	1	0	0	0	0
REC	15-19	2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	hmlVoLLXgYE	Manica	Barue	Nhassacara CS	-17.60326	33.25399	1060211	ECHO	0	0	0	0	0	0
Total		2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	20	513	69	65	34	31
PID	15-19	2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	hGlnx3eprkv	Manica	Barue	Nhazonia CS	-17.94753	33.19399	1060209	ECHO	0	0	0	0	0	0
Total		2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	10	303	37	37	1	1
PID	15-19	2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	Ri7Zqp64Zx4	Manica	Chimoio	Chimoio HP	-19.10948	33.47773	1060100	ECHO	0	0	0	0	0	0
Total		2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	94	2304	88	85	121	119
PID	15-19	2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	0	1	0	0	0	0
HSH	15-19	2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	0	1	0	0	1	1
REC	25+	2021-09-01	gn5PsxTj7fc	Manica	Chimoio	Chissui CS	-19.1431	33.4478	1060109	ECHO	2	3	0	0	0	0
Total		2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	133	2970	140	136	127	105
PID	15-19	2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	0	2	0	0	0	0
REC	15-19	2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	zSdoz02l19B	Manica	Chimoio	Vila Nova CS	-19.09013	33.47961	1060112	ECHO	0	0	0	0	0	0
Total		2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	186	7752	656	626	203	191
PID	15-19	2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	0	1	0	0	0	0
HSH	15-19	2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	0	1	0	0	0	0
HSH	20-24	2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	2	8	0	0	1	1
HSH	25+	2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	3	52	1	1	5	5
MTS	15-19	2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	0	2	0	0	1	1
MTS	25+	2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	5	30	3	3	10	10
REC	15-19	2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	L9HfQupTHsG	Manica	Chimoio	1º Maio CS	-19.11423	33.45789	1060107	ECHO	0	0	0	0	0	0
Total		2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	150	5002	595	550	180	149
PID	15-19	2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	0	3	0	0	0	0
HSH	15-19	2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	0	8	2	1	0	0
HSH	25+	2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	2	85	11	11	9	7
MTS	15-19	2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	0	3	0	0	2	2
MTS	20-24	2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	0	11	2	2	1	1
MTS	25+	2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	1	24	3	2	7	6
REC	15-19	2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	lw4UAQWs1mX	Manica	Chimoio	7 de Abril CS	-19.15022	33.47624	1060110	ECHO	0	1	0	0	0	0
Total		2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	349	10318	331	319	335	320
PID	15-19	2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	0	2	0	0	0	0
MTS	20-24	2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	2	19	1	1	1	1
MTS	25+	2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	6	203	11	11	7	7
REC	15-19	2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	KMnM7UdzVQC	Manica	Chimoio	Eduardo Mondlane CS	-19.11103	33.4765	1060106	ECHO	0	1	0	0	0	0
Total		2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	226	7219	371	349	197	189
PID	15-19	2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	0	1	0	0	0	0
HSH	15-19	2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	0	2	0	0	0	0
MTS	15-19	2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	0	1	0	0	0	0
MTS	20-24	2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	0	3	0	0	0	0
REC	15-19	2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	sm7nB6raArY	Manica	Chimoio	Nhamaonha CS	-19.1236	33.4994	1060108	ECHO	0	0	0	0	0	0
Total		2021-09-01	MlUQ4Qum7BT	Manica	Gondola	Amatongas CS	-19.10013	33.81	1060307	ECHO	47	944	82	67	39	34
PID	15-19	2021-09-01	MlUQ4Qum7BT	Manica	Gondola	Amatongas CS	-19.10013	33.81	1060307	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	MlUQ4Qum7BT	Manica	Gondola	Amatongas CS	-19.10013	33.81	1060307	ECHO	0	0	0	0	0	0
