population	age	period	sisma_id	snu	psnu	sitename	lat	long	site_nid	clinical_ip	TX_NEW	TX_CURR	TX_PVLS_D	TX_PVLS_N	TX_RET_D	TX_RET_N
MTS	15-19	2021-09-01	DUmysYmLkmN	Tete	Changara	M'Saua CS	-16.35164	33.45625	1050415	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	DUmysYmLkmN	Tete	Changara	M'Saua CS	-16.35164	33.45625	1050415	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	DUmysYmLkmN	Tete	Changara	M'Saua CS	-16.35164	33.45625	1050415	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	DUmysYmLkmN	Tete	Changara	M'Saua CS	-16.35164	33.45625	1050415	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	DUmysYmLkmN	Tete	Changara	M'Saua CS	-16.35164	33.45625	1050415	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	DUmysYmLkmN	Tete	Changara	M'Saua CS	-16.35164	33.45625	1050415	ECHO	0	0	0	0	0	0
Total		2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	38	1225	148	135	35	33
PID	15-19	2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	0	1	0	0	0	0
PID	25+	2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	0	1	0	0	0	0
MTS	20-24	2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	0	4	0	0	2	2
REC	15-19	2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	P2Q61EK1Hae	Tete	Chiuta	Manje CS	-15.37869	33.20716	1050608	ECHO	0	0	0	0	0	0
Total		2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	92	4010	520	503	69	61
PID	15-19	2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	1	3	0	0	0	0
MTS	25+	2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	2	2	0	0	0	0
REC	15-19	2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	zTeHQ5rGdnX	Tete	Tete	Nº 1 - Bairro Magaia CS	-16.14759	33.578360000000004	1050109	ECHO	0	0	0	0	0	0
Total		2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	257	9036	936	906	202	197
PID	15-19	2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	0	1	0	0	0	0
HSH	20-24	2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	0	28	1	1	3	3
MTS	15-19	2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	0	4	0	0	0	0
MTS	20-24	2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	5	32	2	2	1	1
MTS	25+	2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	9	238	42	40	23	22
REC	15-19	2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	orS0TfuqXwk	Tete	Tete	Nº 2 - Bairro Matundo CS	-16.14275	33.60844	1050110	ECHO	0	0	0	0	0	0
Total		2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	175	6835	1082	1049	140	136
PID	15-19	2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	1	3	0	0	0	0
HSH	20-24	2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	2	5	0	0	1	1
HSH	25+	2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	7	83	1	3	7	7
MTS	15-19	2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	0	16	1	1	1	1
MTS	25+	2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	12	98	11	10	6	6
REC	15-19	2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	b7tzsqi5Dgl	Tete	Tete	Nº 3 - Bairro Manyanga CS	-16.17168	33.59321	1050111	ECHO	0	0	0	0	0	0
Total		2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	177	4862	620	583	190	184
PID	15-19	2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	0	1	1	0	1	1
MTS	20-24	2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	4	10	0	0	3	3
MTS	25+	2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	10	66	10	9	13	13
REC	15-19	2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	R3I0hJ85IPq	Tete	Tete	Nº 4 - Bairro Muthemba CS	-16.15861	33.56561	1050106	ECHO	0	0	0	0	0	0
Total		2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	45	1019	145	141	27	25
PID	15-19	2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	0	3	0	0	0	0
REC	15-19	2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	IxREZ1Bstdj	Tete	Macanga	Furancungo CS	-14.90327	33.61247	1050701	ECHO	0	0	0	0	0	0
Total		2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	35	826	32	31	39	38
PID	15-19	2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	1	1	0	0	0	0
MTS	25+	2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	1	2	0	0	0	0
REC	15-19	2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	H436FeCHje7	Tete	Magoe	Daque CS	-15.84394	32.14144	1050809	ECHO	0	0	0	0	0	0
Total		2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	40	1512	124	111	48	46
PID	15-19	2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	fySHBDzfcfs	Tete	Magoe	Magoe CS	-15.80611	31.75111	1050810	ECHO	0	0	0	0	0	0
Total		2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	31	1575	165	159	43	40
PID	15-19	2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	FV6MG0l7WKb	Tete	Magoe	Mucumbura CS	-16.19226	31.68896	1050811	ECHO	0	0	0	0	0	0
Total		2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	23	412	7	7	7	7
PID	15-19	2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	ZFQolEiHHYC	Tete	Marara	Boroma CS	-16.051	33.43435	1051505	ECHO	0	0	0	0	0	0
Total		2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	36	864	175	169	17	16
PID	15-19	2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	rRlDT6E5nh2	Tete	Marara	Cachembe CS	-15.96859	33.15918	1051507	ECHO	0	0	0	0	0	0
Total		2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	33	1101	141	134	38	37
PID	15-19	2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	0	1	0	0	0	0
HSH	25+	2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	pialHm2D58U	Tete	Moatize	25 de Setembro CS	-16.10712	33.70252	1051018	ECHO	0	1	0	0	0	0
Total		2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	36	622	21	21	28	25
PID	15-19	2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	0	0	0	0	0	0
HSH	25+	2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	0	0	0	0	0	0
MTS	15-19	2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	0	0	0	0	0	0
MTS	20-24	2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	0	0	0	0	0	0
MTS	25+	2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	0	0	0	0	0	0
REC	15-19	2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	0	0	0	0	0	0
REC	20-24	2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	0	0	0	0	0	0
REC	25+	2021-09-01	q607TuZee6U	Tete	Moatize	Caphirizange PS	-15.80497	34.23953	1051011	ECHO	0	0	0	0	0	0
Total		2021-09-01	CWCQ4ITSuX7	Tete	Moatize	Cateme CS	-16.08809	33.96985	1051017	ECHO	15	414	123	114	9	9
PID	15-19	2021-09-01	CWCQ4ITSuX7	Tete	Moatize	Cateme CS	-16.08809	33.96985	1051017	ECHO	0	0	0	0	0	0
PID	20-24	2021-09-01	CWCQ4ITSuX7	Tete	Moatize	Cateme CS	-16.08809	33.96985	1051017	ECHO	0	0	0	0	0	0
PID	25+	2021-09-01	CWCQ4ITSuX7	Tete	Moatize	Cateme CS	-16.08809	33.96985	1051017	ECHO	0	0	0	0	0	0
HSH	15-19	2021-09-01	CWCQ4ITSuX7	Tete	Moatize	Cateme CS	-16.08809	33.96985	1051017	ECHO	0	0	0	0	0	0
HSH	20-24	2021-09-01	CWCQ4ITSuX7	Tete	Moatize	Cateme CS	-16.08809	33.96985	1051017	ECHO	0	0	0	0	0	0
