Partner,Province,District,Health Facility,DATIM_code,SISMA_code,Type,Period,attribute,value,indicator
ARIEL,Cabo Delgado,Ancuabe,Metoro CS III,CoySgwRgeRE,1020209,ER_P2,2021-05-20,TPT_candidates,1205,TPT Candidates
ARIEL,Cabo Delgado,Ancuabe,Metoro CS III,CoySgwRgeRE,1020209,ER_P2,2021-05-20,TPT_ineligible,61,TPT Ineligible
ARIEL,Cabo Delgado,Ancuabe,Meza CS III,zlG1VmpE6QQ,1020210,ER_P2,2021-05-20,TX_CURR,1026,TX_CURR
ARIEL,Cabo Delgado,Ancuabe,Meza CS III,zlG1VmpE6QQ,1020210,ER_P2,2021-05-20,TX_CURR_TPT_Com,168,TPT Completed
ARIEL,Cabo Delgado,Ancuabe,Meza CS III,zlG1VmpE6QQ,1020210,ER_P2,2021-05-20,TX_CURR_TB_tto,21,Recent Active TB TX
ARIEL,Cabo Delgado,Ancuabe,Meza CS III,zlG1VmpE6QQ,1020210,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,4,Recent Pos TB Screen
ARIEL,Cabo Delgado,Ancuabe,Meza CS III,zlG1VmpE6QQ,1020210,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,145,Actively on TPT
ARIEL,Cabo Delgado,Ancuabe,Meza CS III,zlG1VmpE6QQ,1020210,ER_P2,2021-05-20,TPT_candidates,688,TPT Candidates
ARIEL,Cabo Delgado,Ancuabe,Meza CS III,zlG1VmpE6QQ,1020210,ER_P2,2021-05-20,TPT_ineligible,25,TPT Ineligible
ARIEL,Cabo Delgado,Ancuabe,Ntutupue CS,j2k93SJevE1,1020208,ER_P2,2021-05-20,TX_CURR,881,TX_CURR
ARIEL,Cabo Delgado,Ancuabe,Ntutupue CS,j2k93SJevE1,1020208,ER_P2,2021-05-20,TX_CURR_TPT_Com,114,TPT Completed
ARIEL,Cabo Delgado,Ancuabe,Ntutupue CS,j2k93SJevE1,1020208,ER_P2,2021-05-20,TX_CURR_TB_tto,9,Recent Active TB TX
ARIEL,Cabo Delgado,Ancuabe,Ntutupue CS,j2k93SJevE1,1020208,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,5,Recent Pos TB Screen
ARIEL,Cabo Delgado,Ancuabe,Ntutupue CS,j2k93SJevE1,1020208,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,146,Actively on TPT
ARIEL,Cabo Delgado,Ancuabe,Ntutupue CS,j2k93SJevE1,1020208,ER_P2,2021-05-20,TPT_candidates,607,TPT Candidates
ARIEL,Cabo Delgado,Ancuabe,Ntutupue CS,j2k93SJevE1,1020208,ER_P2,2021-05-20,TPT_ineligible,14,TPT Ineligible
ARIEL,Cabo Delgado,Balama,Balama CS II,mDNJnXJ3Bap,1020306,ER_P2,2021-05-20,TX_CURR,1327,TX_CURR
ARIEL,Cabo Delgado,Balama,Balama CS II,mDNJnXJ3Bap,1020306,ER_P2,2021-05-20,TX_CURR_TPT_Com,476,TPT Completed
ARIEL,Cabo Delgado,Balama,Balama CS II,mDNJnXJ3Bap,1020306,ER_P2,2021-05-20,TX_CURR_TB_tto,27,Recent Active TB TX
ARIEL,Cabo Delgado,Balama,Balama CS II,mDNJnXJ3Bap,1020306,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,4,Recent Pos TB Screen
ARIEL,Cabo Delgado,Balama,Balama CS II,mDNJnXJ3Bap,1020306,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,202,Actively on TPT
ARIEL,Cabo Delgado,Balama,Balama CS II,mDNJnXJ3Bap,1020306,ER_P2,2021-05-20,TPT_candidates,618,TPT Candidates
ARIEL,Cabo Delgado,Balama,Balama CS II,mDNJnXJ3Bap,1020306,ER_P2,2021-05-20,TPT_ineligible,31,TPT Ineligible
ARIEL,Cabo Delgado,Chiure,Chiúre CS I,m8FGZ1tP0UE,1020406,ER_P2,2021-05-20,TX_CURR,7564,TX_CURR
ARIEL,Cabo Delgado,Chiure,Chiúre CS I,m8FGZ1tP0UE,1020406,ER_P2,2021-05-20,TX_CURR_TPT_Com,2321,TPT Completed
ARIEL,Cabo Delgado,Chiure,Chiúre CS I,m8FGZ1tP0UE,1020406,ER_P2,2021-05-20,TX_CURR_TB_tto,114,Recent Active TB TX
ARIEL,Cabo Delgado,Chiure,Chiúre CS I,m8FGZ1tP0UE,1020406,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,16,Recent Pos TB Screen
ARIEL,Cabo Delgado,Chiure,Chiúre CS I,m8FGZ1tP0UE,1020406,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,1642,Actively on TPT
ARIEL,Cabo Delgado,Chiure,Chiúre CS I,m8FGZ1tP0UE,1020406,ER_P2,2021-05-20,TPT_candidates,3471,TPT Candidates
ARIEL,Cabo Delgado,Chiure,Chiúre CS I,m8FGZ1tP0UE,1020406,ER_P2,2021-05-20,TPT_ineligible,130,TPT Ineligible
ARIEL,Cabo Delgado,Chiure,Chiúre-Velho CS II,tMpwPcDzIfU,1020407,ER_P3,2021-05-20,TX_CURR,669,TX_CURR
ARIEL,Cabo Delgado,Chiure,Chiúre-Velho CS II,tMpwPcDzIfU,1020407,ER_P3,2021-05-20,TX_CURR_TPT_Com,176,TPT Completed
ARIEL,Cabo Delgado,Chiure,Chiúre-Velho CS II,tMpwPcDzIfU,1020407,ER_P3,2021-05-20,TX_CURR_TB_tto,14,Recent Active TB TX
ARIEL,Cabo Delgado,Chiure,Chiúre-Velho CS II,tMpwPcDzIfU,1020407,ER_P3,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,4,Recent Pos TB Screen
ARIEL,Cabo Delgado,Chiure,Chiúre-Velho CS II,tMpwPcDzIfU,1020407,ER_P3,2021-05-20,TX_CURR_W_TPT_last7Mo,75,Actively on TPT
ARIEL,Cabo Delgado,Chiure,Chiúre-Velho CS II,tMpwPcDzIfU,1020407,ER_P3,2021-05-20,TPT_candidates,400,TPT Candidates
ARIEL,Cabo Delgado,Chiure,Chiúre-Velho CS II,tMpwPcDzIfU,1020407,ER_P3,2021-05-20,TPT_ineligible,18,TPT Ineligible
ARIEL,Cabo Delgado,Chiure,Nacoto CS,GSWPAgMxhy2,1020415,ER_P2,2021-05-20,TX_CURR,858,TX_CURR
ARIEL,Cabo Delgado,Chiure,Nacoto CS,GSWPAgMxhy2,1020415,ER_P2,2021-05-20,TX_CURR_TPT_Com,365,TPT Completed
ARIEL,Cabo Delgado,Chiure,Nacoto CS,GSWPAgMxhy2,1020415,ER_P2,2021-05-20,TX_CURR_TB_tto,9,Recent Active TB TX
ARIEL,Cabo Delgado,Chiure,Nacoto CS,GSWPAgMxhy2,1020415,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,2,Recent Pos TB Screen
ARIEL,Cabo Delgado,Chiure,Nacoto CS,GSWPAgMxhy2,1020415,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,144,Actively on TPT
ARIEL,Cabo Delgado,Chiure,Nacoto CS,GSWPAgMxhy2,1020415,ER_P2,2021-05-20,TPT_candidates,338,TPT Candidates
ARIEL,Cabo Delgado,Chiure,Nacoto CS,GSWPAgMxhy2,1020415,ER_P2,2021-05-20,TPT_ineligible,11,TPT Ineligible
ARIEL,Cabo Delgado,Chiure,Namugelia CS,FPkj0JvlmyK,1020413,ER_P3,2021-05-20,TX_CURR,403,TX_CURR
ARIEL,Cabo Delgado,Chiure,Namugelia CS,FPkj0JvlmyK,1020413,ER_P3,2021-05-20,TX_CURR_TPT_Com,130,TPT Completed
ARIEL,Cabo Delgado,Chiure,Namugelia CS,FPkj0JvlmyK,1020413,ER_P3,2021-05-20,TX_CURR_TB_tto,7,Recent Active TB TX
ARIEL,Cabo Delgado,Chiure,Namugelia CS,FPkj0JvlmyK,1020413,ER_P3,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,3,Recent Pos TB Screen
ARIEL,Cabo Delgado,Chiure,Namugelia CS,FPkj0JvlmyK,1020413,ER_P3,2021-05-20,TX_CURR_W_TPT_last7Mo,108,Actively on TPT
ARIEL,Cabo Delgado,Chiure,Namugelia CS,FPkj0JvlmyK,1020413,ER_P3,2021-05-20,TPT_candidates,155,TPT Candidates
ARIEL,Cabo Delgado,Chiure,Namugelia CS,FPkj0JvlmyK,1020413,ER_P3,2021-05-20,TPT_ineligible,10,TPT Ineligible
ARIEL,Cabo Delgado,Chiure,Ocúa CS III,hoSu28MRYPv,1020411,ER_P2,2021-05-20,TX_CURR,1855,TX_CURR
ARIEL,Cabo Delgado,Chiure,Ocúa CS III,hoSu28MRYPv,1020411,ER_P2,2021-05-20,TX_CURR_TPT_Com,334,TPT Completed
ARIEL,Cabo Delgado,Chiure,Ocúa CS III,hoSu28MRYPv,1020411,ER_P2,2021-05-20,TX_CURR_TB_tto,64,Recent Active TB TX
ARIEL,Cabo Delgado,Chiure,Ocúa CS III,hoSu28MRYPv,1020411,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,6,Recent Pos TB Screen
ARIEL,Cabo Delgado,Chiure,Ocúa CS III,hoSu28MRYPv,1020411,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,327,Actively on TPT
ARIEL,Cabo Delgado,Chiure,Ocúa CS III,hoSu28MRYPv,1020411,ER_P2,2021-05-20,TPT_candidates,1124,TPT Candidates
ARIEL,Cabo Delgado,Chiure,Ocúa CS III,hoSu28MRYPv,1020411,ER_P2,2021-05-20,TPT_ineligible,70,TPT Ineligible
ARIEL,Cabo Delgado,Chiure,"Samora Machel CS (Cabo Delgado, Chiure)",E6KoR8hXk7P,1020404,ER_P2,2021-05-20,TX_CURR,923,TX_CURR
ARIEL,Cabo Delgado,Chiure,"Samora Machel CS (Cabo Delgado, Chiure)",E6KoR8hXk7P,1020404,ER_P2,2021-05-20,TX_CURR_TPT_Com,569,TPT Completed
ARIEL,Cabo Delgado,Chiure,"Samora Machel CS (Cabo Delgado, Chiure)",E6KoR8hXk7P,1020404,ER_P2,2021-05-20,TX_CURR_TB_tto,17,Recent Active TB TX
ARIEL,Cabo Delgado,Chiure,"Samora Machel CS (Cabo Delgado, Chiure)",E6KoR8hXk7P,1020404,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,0,Recent Pos TB Screen
ARIEL,Cabo Delgado,Chiure,"Samora Machel CS (Cabo Delgado, Chiure)",E6KoR8hXk7P,1020404,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,139,Actively on TPT
ARIEL,Cabo Delgado,Chiure,"Samora Machel CS (Cabo Delgado, Chiure)",E6KoR8hXk7P,1020404,ER_P2,2021-05-20,TPT_candidates,198,TPT Candidates
ARIEL,Cabo Delgado,Chiure,"Samora Machel CS (Cabo Delgado, Chiure)",E6KoR8hXk7P,1020404,ER_P2,2021-05-20,TPT_ineligible,17,TPT Ineligible
ARIEL,Cabo Delgado,Macomia,Macomia CS I,nIhIdZmXLXS,1020612,ER_P2,2021-05-20,TX_CURR,103,TX_CURR
ARIEL,Cabo Delgado,Macomia,Macomia CS I,nIhIdZmXLXS,1020612,ER_P2,2021-05-20,TX_CURR_TPT_Com,3,TPT Completed
ARIEL,Cabo Delgado,Macomia,Macomia CS I,nIhIdZmXLXS,1020612,ER_P2,2021-05-20,TX_CURR_TB_tto,1,Recent Active TB TX
ARIEL,Cabo Delgado,Macomia,Macomia CS I,nIhIdZmXLXS,1020612,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,0,Recent Pos TB Screen
ARIEL,Cabo Delgado,Macomia,Macomia CS I,nIhIdZmXLXS,1020612,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,0,Actively on TPT
ARIEL,Cabo Delgado,Macomia,Macomia CS I,nIhIdZmXLXS,1020612,ER_P2,2021-05-20,TPT_candidates,99,TPT Candidates
ARIEL,Cabo Delgado,Macomia,Macomia CS I,nIhIdZmXLXS,1020612,ER_P2,2021-05-20,TPT_ineligible,1,TPT Ineligible
ARIEL,Cabo Delgado,Mecufi,Mecufi CS II,QRaKmOedEZx,1020706,ER_P2,2021-05-20,TX_CURR,835,TX_CURR
ARIEL,Cabo Delgado,Mecufi,Mecufi CS II,QRaKmOedEZx,1020706,ER_P2,2021-05-20,TX_CURR_TPT_Com,267,TPT Completed
ARIEL,Cabo Delgado,Mecufi,Mecufi CS II,QRaKmOedEZx,1020706,ER_P2,2021-05-20,TX_CURR_TB_tto,17,Recent Active TB TX
ARIEL,Cabo Delgado,Mecufi,Mecufi CS II,QRaKmOedEZx,1020706,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,1,Recent Pos TB Screen
ARIEL,Cabo Delgado,Mecufi,Mecufi CS II,QRaKmOedEZx,1020706,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,121,Actively on TPT
ARIEL,Cabo Delgado,Mecufi,Mecufi CS II,QRaKmOedEZx,1020706,ER_P2,2021-05-20,TPT_candidates,429,TPT Candidates
ARIEL,Cabo Delgado,Mecufi,Mecufi CS II,QRaKmOedEZx,1020706,ER_P2,2021-05-20,TPT_ineligible,18,TPT Ineligible
ARIEL,Cabo Delgado,Meluco,Meluco CS II,MA3CYGbUEaG,1020809,ER_P3,2021-05-20,TX_CURR,546,TX_CURR
ARIEL,Cabo Delgado,Meluco,Meluco CS II,MA3CYGbUEaG,1020809,ER_P3,2021-05-20,TX_CURR_TPT_Com,49,TPT Completed
ARIEL,Cabo Delgado,Meluco,Meluco CS II,MA3CYGbUEaG,1020809,ER_P3,2021-05-20,TX_CURR_TB_tto,21,Recent Active TB TX
ARIEL,Cabo Delgado,Meluco,Meluco CS II,MA3CYGbUEaG,1020809,ER_P3,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,7,Recent Pos TB Screen
ARIEL,Cabo Delgado,Meluco,Meluco CS II,MA3CYGbUEaG,1020809,ER_P3,2021-05-20,TX_CURR_W_TPT_last7Mo,75,Actively on TPT
ARIEL,Cabo Delgado,Meluco,Meluco CS II,MA3CYGbUEaG,1020809,ER_P3,2021-05-20,TPT_candidates,394,TPT Candidates
ARIEL,Cabo Delgado,Meluco,Meluco CS II,MA3CYGbUEaG,1020809,ER_P3,2021-05-20,TPT_ineligible,28,TPT Ineligible
ARIEL,Cabo Delgado,Metuge,Metuge CS II,iL8UKqtpf9G,1021601,ER_P3,2021-05-20,TX_CURR,961,TX_CURR
ARIEL,Cabo Delgado,Metuge,Metuge CS II,iL8UKqtpf9G,1021601,ER_P3,2021-05-20,TX_CURR_TPT_Com,301,TPT Completed
ARIEL,Cabo Delgado,Metuge,Metuge CS II,iL8UKqtpf9G,1021601,ER_P3,2021-05-20,TX_CURR_TB_tto,20,Recent Active TB TX
ARIEL,Cabo Delgado,Metuge,Metuge CS II,iL8UKqtpf9G,1021601,ER_P3,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,4,Recent Pos TB Screen
ARIEL,Cabo Delgado,Metuge,Metuge CS II,iL8UKqtpf9G,1021601,ER_P3,2021-05-20,TX_CURR_W_TPT_last7Mo,345,Actively on TPT
ARIEL,Cabo Delgado,Metuge,Metuge CS II,iL8UKqtpf9G,1021601,ER_P3,2021-05-20,TPT_candidates,291,TPT Candidates
ARIEL,Cabo Delgado,Metuge,Metuge CS II,iL8UKqtpf9G,1021601,ER_P3,2021-05-20,TPT_ineligible,24,TPT Ineligible
ARIEL,Cabo Delgado,Metuge,Mieze CS III,DQaEryfraV6,1021609,ER_P2,2021-05-20,TX_CURR,744,TX_CURR
ARIEL,Cabo Delgado,Metuge,Mieze CS III,DQaEryfraV6,1021609,ER_P2,2021-05-20,TX_CURR_TPT_Com,170,TPT Completed
ARIEL,Cabo Delgado,Metuge,Mieze CS III,DQaEryfraV6,1021609,ER_P2,2021-05-20,TX_CURR_TB_tto,23,Recent Active TB TX
ARIEL,Cabo Delgado,Metuge,Mieze CS III,DQaEryfraV6,1021609,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,3,Recent Pos TB Screen
ARIEL,Cabo Delgado,Metuge,Mieze CS III,DQaEryfraV6,1021609,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,149,Actively on TPT
ARIEL,Cabo Delgado,Metuge,Mieze CS III,DQaEryfraV6,1021609,ER_P2,2021-05-20,TPT_candidates,399,TPT Candidates
ARIEL,Cabo Delgado,Metuge,Mieze CS III,DQaEryfraV6,1021609,ER_P2,2021-05-20,TPT_ineligible,26,TPT Ineligible
ARIEL,Cabo Delgado,Montepuez,Montepuez CSURB,qJsVouyMqE8,1021015,ER_P3,2021-05-20,TX_CURR,2699,TX_CURR
ARIEL,Cabo Delgado,Montepuez,Montepuez CSURB,qJsVouyMqE8,1021015,ER_P3,2021-05-20,TX_CURR_TPT_Com,698,TPT Completed
ARIEL,Cabo Delgado,Montepuez,Montepuez CSURB,qJsVouyMqE8,1021015,ER_P3,2021-05-20,TX_CURR_TB_tto,8,Recent Active TB TX
ARIEL,Cabo Delgado,Montepuez,Montepuez CSURB,qJsVouyMqE8,1021015,ER_P3,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,2,Recent Pos TB Screen
ARIEL,Cabo Delgado,Montepuez,Montepuez CSURB,qJsVouyMqE8,1021015,ER_P3,2021-05-20,TX_CURR_W_TPT_last7Mo,704,Actively on TPT
ARIEL,Cabo Delgado,Montepuez,Montepuez CSURB,qJsVouyMqE8,1021015,ER_P3,2021-05-20,TPT_candidates,1287,TPT Candidates
ARIEL,Cabo Delgado,Montepuez,Montepuez CSURB,qJsVouyMqE8,1021015,ER_P3,2021-05-20,TPT_ineligible,10,TPT Ineligible
ARIEL,Cabo Delgado,Montepuez,Montepuez HR,J9JOpPQB23Y,1021001,ER_P2,2021-05-20,TX_CURR,2610,TX_CURR
ARIEL,Cabo Delgado,Montepuez,Montepuez HR,J9JOpPQB23Y,1021001,ER_P2,2021-05-20,TX_CURR_TPT_Com,518,TPT Completed
ARIEL,Cabo Delgado,Montepuez,Montepuez HR,J9JOpPQB23Y,1021001,ER_P2,2021-05-20,TX_CURR_TB_tto,149,Recent Active TB TX
ARIEL,Cabo Delgado,Montepuez,Montepuez HR,J9JOpPQB23Y,1021001,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,9,Recent Pos TB Screen
ARIEL,Cabo Delgado,Montepuez,Montepuez HR,J9JOpPQB23Y,1021001,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,408,Actively on TPT
ARIEL,Cabo Delgado,Montepuez,Montepuez HR,J9JOpPQB23Y,1021001,ER_P2,2021-05-20,TPT_candidates,1526,TPT Candidates
ARIEL,Cabo Delgado,Montepuez,Montepuez HR,J9JOpPQB23Y,1021001,ER_P2,2021-05-20,TPT_ineligible,158,TPT Ineligible
ARIEL,Cabo Delgado,Montepuez,Namanhumbire PS,VLuN2iZ9oZp,1021011,ER_P2,2021-05-20,TX_CURR,1348,TX_CURR
ARIEL,Cabo Delgado,Montepuez,Namanhumbire PS,VLuN2iZ9oZp,1021011,ER_P2,2021-05-20,TX_CURR_TPT_Com,553,TPT Completed
ARIEL,Cabo Delgado,Montepuez,Namanhumbire PS,VLuN2iZ9oZp,1021011,ER_P2,2021-05-20,TX_CURR_TB_tto,9,Recent Active TB TX
ARIEL,Cabo Delgado,Montepuez,Namanhumbire PS,VLuN2iZ9oZp,1021011,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,1,Recent Pos TB Screen
ARIEL,Cabo Delgado,Montepuez,Namanhumbire PS,VLuN2iZ9oZp,1021011,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,310,Actively on TPT
ARIEL,Cabo Delgado,Montepuez,Namanhumbire PS,VLuN2iZ9oZp,1021011,ER_P2,2021-05-20,TPT_candidates,475,TPT Candidates
ARIEL,Cabo Delgado,Montepuez,Namanhumbire PS,VLuN2iZ9oZp,1021011,ER_P2,2021-05-20,TPT_ineligible,10,TPT Ineligible
ARIEL,Cabo Delgado,Montepuez,Niuhula CS,YdWxRCaQR2D,1021016,ER_P3,2021-05-20,TX_CURR,865,TX_CURR
ARIEL,Cabo Delgado,Montepuez,Niuhula CS,YdWxRCaQR2D,1021016,ER_P3,2021-05-20,TX_CURR_TPT_Com,216,TPT Completed
ARIEL,Cabo Delgado,Montepuez,Niuhula CS,YdWxRCaQR2D,1021016,ER_P3,2021-05-20,TX_CURR_TB_tto,25,Recent Active TB TX
ARIEL,Cabo Delgado,Montepuez,Niuhula CS,YdWxRCaQR2D,1021016,ER_P3,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,2,Recent Pos TB Screen
ARIEL,Cabo Delgado,Montepuez,Niuhula CS,YdWxRCaQR2D,1021016,ER_P3,2021-05-20,TX_CURR_W_TPT_last7Mo,181,Actively on TPT
ARIEL,Cabo Delgado,Montepuez,Niuhula CS,YdWxRCaQR2D,1021016,ER_P3,2021-05-20,TPT_candidates,441,TPT Candidates
ARIEL,Cabo Delgado,Montepuez,Niuhula CS,YdWxRCaQR2D,1021016,ER_P3,2021-05-20,TPT_ineligible,27,TPT Ineligible
ARIEL,Cabo Delgado,Mueda,Mbuo CS III,oNfV9ntBJ9u,1021113,ER_P2,2021-05-20,TX_CURR,961,TX_CURR
ARIEL,Cabo Delgado,Mueda,Mbuo CS III,oNfV9ntBJ9u,1021113,ER_P2,2021-05-20,TX_CURR_TPT_Com,382,TPT Completed
ARIEL,Cabo Delgado,Mueda,Mbuo CS III,oNfV9ntBJ9u,1021113,ER_P2,2021-05-20,TX_CURR_TB_tto,1,Recent Active TB TX
ARIEL,Cabo Delgado,Mueda,Mbuo CS III,oNfV9ntBJ9u,1021113,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,0,Recent Pos TB Screen
ARIEL,Cabo Delgado,Mueda,Mbuo CS III,oNfV9ntBJ9u,1021113,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,49,Actively on TPT
ARIEL,Cabo Delgado,Mueda,Mbuo CS III,oNfV9ntBJ9u,1021113,ER_P2,2021-05-20,TPT_candidates,529,TPT Candidates
ARIEL,Cabo Delgado,Mueda,Mbuo CS III,oNfV9ntBJ9u,1021113,ER_P2,2021-05-20,TPT_ineligible,1,TPT Ineligible
ARIEL,Cabo Delgado,Mueda,M'Peme CS III,RW617O0UjQJ,1021108,ER_P2,2021-05-20,TX_CURR,1276,TX_CURR
ARIEL,Cabo Delgado,Mueda,M'Peme CS III,RW617O0UjQJ,1021108,ER_P2,2021-05-20,TX_CURR_TPT_Com,185,TPT Completed
ARIEL,Cabo Delgado,Mueda,M'Peme CS III,RW617O0UjQJ,1021108,ER_P2,2021-05-20,TX_CURR_TB_tto,4,Recent Active TB TX
ARIEL,Cabo Delgado,Mueda,M'Peme CS III,RW617O0UjQJ,1021108,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,0,Recent Pos TB Screen
ARIEL,Cabo Delgado,Mueda,M'Peme CS III,RW617O0UjQJ,1021108,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,91,Actively on TPT
ARIEL,Cabo Delgado,Mueda,M'Peme CS III,RW617O0UjQJ,1021108,ER_P2,2021-05-20,TPT_candidates,996,TPT Candidates
ARIEL,Cabo Delgado,Mueda,M'Peme CS III,RW617O0UjQJ,1021108,ER_P2,2021-05-20,TPT_ineligible,4,TPT Ineligible
ARIEL,Cabo Delgado,Mueda,Mueda CS I,ElmgbenqYn7,1021106,ER_P2,2021-05-20,TX_CURR,6145,TX_CURR
ARIEL,Cabo Delgado,Mueda,Mueda CS I,ElmgbenqYn7,1021106,ER_P2,2021-05-20,TX_CURR_TPT_Com,433,TPT Completed
ARIEL,Cabo Delgado,Mueda,Mueda CS I,ElmgbenqYn7,1021106,ER_P2,2021-05-20,TX_CURR_TB_tto,68,Recent Active TB TX
ARIEL,Cabo Delgado,Mueda,Mueda CS I,ElmgbenqYn7,1021106,ER_P2,2021-05-20,TX_CURR_TPT_Not_Comp_POS_Screen,41,Recent Pos TB Screen
ARIEL,Cabo Delgado,Mueda,Mueda CS I,ElmgbenqYn7,1021106,ER_P2,2021-05-20,TX_CURR_W_TPT_last7Mo,437,Actively on TPT
ARIEL,Cabo Delgado,Mueda,Mueda CS I,ElmgbenqYn7,1021106,ER_P2,2021-05-20,TPT_candidates,5166,TPT Candidates
